"Codigo","Descripcion","lista3","Tipo","IVA","ROS","MZA","CBA","LUG","Grupo","Rubro","Part Number" 
"212899","BASE GENIUS STAND P/ NOTEBOOK 10/17 G-STAND M200","10.1","A","21","8","11","30","0","40","001-0010","31250020400"
"14894","BASE P/LECTOR NEWLAND STD30i P/1150P/1250/3280","9.91","A","10.5","2","0","0","0","321","001-980","STD30i"
"52013","BATERIA APC EASY SRV 240V TOWER PARA 6/10KVA","1898.05","A","21","0","0","0","2","56","001-3560","SRV240BP-9A"
"52011","BATERIA APC EASY SRV 36V 1KVA TORRE","434.22","A","21","0","0","0","4","56","001-3560","SRV36BP-9A"
"54134","BATERIA APC EASY SRV 72V  2/3KVA TORRE (CAJADAÑAD","1191.04","A","21","0","0","0","1","56","001-3560","SRV72BP-9A"
"52012","BATERIA APC EASY SRV 72V  2KVA AND 3KVA TORRE","1253.73","A","21","0","0","0","1","56","001-3560","SRV72BP-9A"
"50491","BATERIA APC SMART-UPS XL 24V","390.82","A","21","0","0","0","4","56","001-3560","SUA24XLBP"
"APC01769","BATERIA APC SRT 192V 5KVA AND 6KVA","3120.99","A","21","0","0","0","2","56","001-3560","SRT192BP"
"APC92746","BATERIA APC SRT 192V 8KVA AND 10KVA","3288.26","A","21","0","0","0","2","56","001-3560","SRT192BP2"
"10856","BATERIA APC SYMMETRA SYBT9","5489.55","A","21","0","0","0","3","56","001-0540","SYBT9-B4"
"22567","BATERIA CELULAR 1500MAH (CX402E)","5.18","A","21","30","36","39","2417","90","001-0455","CX402E"
"22568","BATERIA CELULAR 1800MAH CX502E","5.55","A","21","0","6","114","2243","90","001-0455","CX502E"
"72148","BATERIA EM903N P/ECS (USAR 50197)","100.44","A","21","0","0","0","2","1","001-0363",""
"913","BATERIA HP C3059A P/HP DESKJET 340","35.96","A","21","2","0","0","0","5","001-0010","C3059A"
"43827","BATERIA P/INALAMBRICO TIPO#1 TL26144 GE","4.76","A","21","3","0","0","0","32","001-0010","TL26144"
"3911","BATERIA P/NOTEBOOK ASUS W7JN","191.84","A","21","2","0","0","0","1","001-0010",""
"38754","BATERIA P/UPS 12V 7.0 AH TRV LP12-7.0","19.86","A","21","138","30","117","134","23","001-3560","7798026131329"
"24497","BATERIA P/UPS 12V 9.0 AH TRV LP12-9.0","27.36","A","21","34","10","9","80","23","001-3560","7798026131336"
"30650","BATERIA SYMBOL P/  LDT/LRT/PDT 35/38/68","76.82","A","21","2","0","0","0","0","","21-17900-01"
"212607","BATIDORA DE MANO 2800 ROJA-STICK MIXER 2800 BLACK","106.21","A","21","0","0","0","1","251","001-0580","OSFPSTHB2800-354"
"52060","BATIDORA DE MANO 2801 ROJA - STICK MIXER 2801 RED","106.21","A","21","2","0","0","0","1","001-0580","OSFPSTHB2801-354"
"210325","BATIDORA DE MANO 2803 ROJA - STICK MIXER 2803 RED","82.27","A","21","2","0","0","1","1","001-0580","OSFPSTHB2803-354"
"51144","BATIDORA DE MANO OSTER  MIXER 3532","39.65","A","21","1","0","0","1","251","001-0580","OSHM3532-354-000"
"52760","BATIDORA DE MANO PEABODY PE-HM550 BLANCA","27.42","A","21","1","0","0","0","967","001-0580","PE-HM550"
"52381","BATIDORA DE MANO SL-HM5035","40.13","A","21","1","0","1","1","1","001-0580","SL-HM5035PN"
"52068","BATIDORA DE MANO SMARTLIFE SL-HM1035 (PN)","31.62","A","21","23","0","5","10","374","001-0580","SL-HM1035PN"
"53892","BATIDORA OSTER PEDESTAL HM3610-354-000 HAND MIXER","64.64","A","21","2","0","0","0","251","001-0580","FPSTHS3610"
"22022","BIBLIOTEC.A1195 ALTA PTAS MEL Y MET","277.71","A","21","0","0","0","2","77","001-0290","OF1195"
"22027","BIBLIOTECA 1196 ALTA PTA ENTERA METAL","319.7","A","21","0","1","0","1","77","001-0290","OF1196"
"8147","BIBLIOTECA 1851 SUPERIOR 91x116x24 NEGRO/CEDRO","83.68","A","21","0","0","1","5","77","001-0290","OF-1851C"
"8142","BIBLIOTECA ALTA CIEGA QUICKLINE (NEGRO-CEDRO)","86.79","A","21","1","0","0","0","77","001-0290","OF-1193C"
"8140","BIBLIOTECA ALTA CIEGA QUICKLINE (NEGRO-CEDRO)","126.16","A","21","0","0","1","4","77","001-0290","OF-1192N/C"
"48964","BICI MOUNTAIN BIKE XC108E Aluminum Alloy 27.5 DEMO","486.48","A","21","1","0","0","0","0","",""
"214279","BOLSO KLIPXTREME CAPRI P/ DAMAS P/LAPTOP 15.6 GRIS","23.21","A","21","8","4","10","72","173","001-0555","KLB-461GR"
"214280","BOLSO KLIPXTREME CAPRI P/DAMAS P/LAPTOP 15.6 BEIGE","23.21","A","21","8","4","9","72","173","001-0555","KLB-461BG"
"2140","BOOTEO REMOTE 3CM3C90X P/N2000 3C900/905","26.72","A","10.5","1","0","0","0","1","001-0335",""
"5015","BORRADORA OREJA PANAS OLIV.221 F588 FULLMARK","0.64","A","21","1","0","0","0","14","001-0020",""
"21555","BOTELLA BROTHER BT-5001 6,000 PAG (AMARILLO)","8.71","A","21","28","20","37","157","20","001-0609","BT5001Y"
"21553","BOTELLA BROTHER BT-5001 6,000 PAG (CYAN)","8.71","A","21","30","20","31","129","20","001-0609","BT5001C"
"21554","BOTELLA BROTHER BT-5001 6,000 PAG (MAGENTA)","8.71","A","21","26","10","26","160","20","001-0609","BT5001M"
"21552","BOTELLA BROTHER BT-6001 6,000 PAG (NEGRO)","11.65","A","21","1","-1","0","0","20","001-0609","BT6001BK"
"28109","BOTELLA BROTHER BTD-60BK 6,500 PAG (NEGRO)","11.65","A","21","19","24","52","202","20","001-0609","BTD60BK"
"212787","BOTELLA CANON GI-16BK 7,600 PAG (NEGRO)","44.9","A","21","5","0","1","10","16","001-0609","013803330731"
"212790","BOTELLA CANON GI-16C 7,600 PAG (CYAN)","44.9","A","21","5","0","3","32","16","001-0609","013803330755"
"212789","BOTELLA CANON GI-16M 7,600 PAG (MAGENTA)","44.9","A","21","5","0","3","34","16","001-0609","0138303330779"
"212788","BOTELLA CANON GI-16Y 7,600 PAG (AMARILLO)","44.9","A","21","5","0","3","32","16","001-0609","013803330793"
"210078","BOTELLA CANON GI-190C 6,000 PAG (CYAN)","27.81","A","21","9","5","10","130","16","001-0609","4549292041828"
"210076","BOTELLA CANON GI-190M  6,000 PAG (MAGENTA)","27.81","A","21","0","0","0","2","16","001-0609","4549292041842"
"210077","BOTELLA CANON GI-190Y 6,000 PAG (YELLOW)","27.81","A","21","6","5","8","112","16","001-0609","4549292041866"
"39741","BOTELLA EPSON T49H100 NEGRO P/T3170X 140 ML","30.35","A","21","1","0","1","1","800","001-0609","T49H100"
"39742","BOTELLA EPSON T49H200 CYAN P/T3170X 140 ML","30.35","A","21","1","0","1","1","800","001-0609","T49H200"
"39743","BOTELLA EPSON T49H300 MAGENTA P/T3170X 140 ML","30.35","A","21","1","0","1","1","800","001-0609","T49H300"
"39744","BOTELLA EPSON T49H400 AMARILLO P/T3170X 140 ML","30.35","A","21","1","0","1","1","800","001-0609","T49H400"
"28227","BOTELLA EPSON T504120-AL NEGRO P/L4150/60/61/71","16.65","A","21","23","7","9","79","800","001-0609","T504120-AL"
"28228","BOTELLA EPSON T504220-AL CYAN P/L4150/60/61/71/91","11","A","21","18","5","12","74","800","001-0609","T504220-AL"
"28229","BOTELLA EPSON T504320-AL MAGENTA P/L4150/60/61/71","11","A","21","16","3","15","62","800","001-0609","T504320-AL"
"28230","BOTELLA EPSON T504420-AL AMARILLO P/L4150/60/61/71","11","A","21","16","5","14","72","800","001-0609","T504420-AL"
"36131","BOTELLA EPSON T534120-AL NEGRO P/M1120-M2120-M3170","26.39","A","21","0","2","4","13","800","001-0609","T534120-AL"
"28913","BOTELLA EPSON T544120-AL NEGRO P/3110/50/3210/3250","11.18","A","21","33","23","41","636","800","001-0609","T544120-AL"
"28914","BOTELLA EPSON T544220-AL CYAN P/L3210/3250","11","A","21","39","17","31","127","800","001-0609","T544220-AL"
"28915","BOTELLA EPSON T544320-AL MAGENTA P/L3110/3210/3250","11","A","21","26","16","29","108","800","001-0609","T544320-AL"
"28916","BOTELLA EPSON T544420-AL AMARILLO P/3110/3210/3250","11","A","21","26","15","23","118","800","001-0609","T544420-AL"
"49610","BOTELLA EPSON T555220-AL CYAN P/L8160/L8180","21.77","A","21","3","1","2","19","800","001-0609","T555220-AL"
"49611","BOTELLA EPSON T555320-AL MAGENTA P/L8160/L8180","21.77","A","21","1","0","2","16","800","001-0609","T555320-AL"
"49612","BOTELLA EPSON T555420-AL AMARILLO P/L8160/L8180","21.77","A","21","1","1","2","17","800","001-0609","T555420-AL"
"51544","BOTELLA EPSON T555520-AL GRIS P/L8160/L8180","21.77","A","21","1","0","2","5","800","001-0609","T555520-AL"
"213046","BOTELLA EPSON T574120-AL NEGRO P/L8050","10.79","A","21","6","2","4","28","800","001-0609","T574120-AL"
"213047","BOTELLA EPSON T574220-AL CYAN P/L8050","10.79","A","21","6","2","4","43","800","001-0609","T574220-AL"
"213048","BOTELLA EPSON T574320-AL MAGENTA P/L8050","10.79","A","21","6","2","4","43","800","001-0609","T574320-AL"
"213049","BOTELLA EPSON T574420-AL AMARILLO P/L8050","10.79","A","21","4","2","4","42","800","001-0609","T574420-AL"
"213050","BOTELLA EPSON T574520-AL LIGHT CYAN P/L8050","10.79","A","21","6","2","4","42","800","001-0609","T574520-AL"
"213051","BOTELLA EPSON T574620-AL LIGHT MAGENTA P/L8050","10.79","A","21","6","2","4","42","800","001-0609","T574620-AL"
"10065","BOTELLA EPSON T664120-AL NEGRO P/L355/380/395/475","12.44","A","21","0","7","0","70","800","001-0609","T664120-AL"
"10068","BOTELLA EPSON T664220-AL CYAN P/L355/380/395/475","11.04","A","21","30","11","37","50","800","001-0609","T664220-AL"
"10069","BOTELLA EPSON T664320-AL MAGENTA P/L355/380/395","11.04","A","21","17","10","9","76","800","001-0609","T664320-AL"
"10071","BOTELLA EPSON T664420-AL AMARILLO P/L355/380/395","11.04","A","21","29","9","12","58","800","001-0609","T664420-AL"
"212904","BOTELLA EPSON T673220-AL CYAN P/L800/805 (VENCIDO)","11.58","A","10.5","10","0","0","0","800","001-0609","T673220-AL"
"10914","BOTELLA EPSON T673220-AL CYAN P/L800/805/1800","12.71","A","21","2","3","2","28","800","001-0609","T673220-AL"
"10915","BOTELLA EPSON T673320-AL MAGENTA P/L800","12.71","A","21","3","2","2","28","800","001-0609","T673320-AL"
"10916","BOTELLA EPSON T673420-AL AMARILLO P/L800","12.71","A","21","2","0","2","18","800","001-0609","T673420-AL"
"10917","BOTELLA EPSON T673520-AL LIGHT CYAN P/L800","13.34","A","21","1","2","1","9","800","001-0609","T673520-AL"
"10918","BOTELLA EPSON T673620-AL LIGHT MAGENTA P/L800","12.71","A","21","0","0","0","1","800","001-0609","T673620-AL"
"213043","BOTELLA TINTA BROTHER BTD-60BK x2 6,500 PAG (NEGRO","20.96","A","21","0","0","0","1","20","001-0609","BTD602PKMEX"
"14852","BOTON POWER CONECTAR IGUALDAD 1","0.48","A","10.5","0","0","0","0","0","001-0455",""
"1661","BRACKET VESA P/ GAB MINI ITX T3310","4.88","A","10.5","10","0","4","1","1","001-0455",""
"4190","BRACKET VESA P/ GAB MINI ITX T3500","4.33","A","10.5","68","0","4","828","1","001-0010","T3500"
"25898","BRIDGE ASUS ROG Enthusiast SLI Bridge","73.03","A","10.5","0","0","1","0","26","001-0010","90YV0AF0-M0NA00"
"40278","BRIDGE SMC EliteConnect WIRELESS 2.4GHz 54Mbps","135.47","A","10.5","0","0","0","1","64","001-0055","SMC2586W-G"
"40282","BRIDGE SMC EliteConnect™ WIRELESS 2.4GHz 11Mbps","95.46","A","10.5","0","0","1","0","64","001-0055","SMC2582W-B"
"71702","BROTHER CINTA 3015 CORRECT SERIE GX X6","2.12","A","21","0","0","0","2","32","001-0050",""
"14173","BROTHER LC79 M P/MFC-6710DW MAGENTA (VENCIDO)","6.46","A","10.5","0","0","0","3","20","001-0608","LC79M"
"3101","CABEZAL DE ST1500 NEGRO  46040","23.69","A","10.5","0","1","0","0","30","001-0455",""
"212260","CABLE  MULTIFUNCIONAL X-TECH PARA CARGA 5 EN 1","5.36","A","21","0","1","7","0","172","001-0030","XTC-560"
"212270","CABLE  PLANO X-TECH C/CONECTOR MACHO A MACHO 3M","4.49","A","21","20","5","20","66","172","001-0030","XTC-410"
"213463","CABLE  SEGURIDAD X-TECH  C/COMBIN 4 DIG. LAPTOS","4.27","A","21","20","10","10","70","172","001-0030","XTA-110"
"52085","CABLE  SYX TYPE-C TO TYPE-C 1.5M","2.99","A","21","9","0","10","70","773","001-0351","CS-PS533"
"212275","CABLE  USB 3.0 X-TECH A-MACHO A MACHO 1.8M","3.71","A","21","4","20","4","212","172","001-0030","XTC-352"
"210180","CABLE 1.5 TRENZADO MOTOROLA USB  A TYPE C","13.58","A","21","16","0","14","79","260","001-0030",""
"38885","CABLE 18 MTS CCTV VIDEO + ALIMENT BNC","11.01","A","21","1","0","0","0","213","001-0304",""
"39101","CABLE ALIMENTACION 1.80M C-13 CPC-0113-N","4.63","A","21","0","0","1","0","32","001-0030","CPC-0213-N/CPC-0113N"
"42445","CABLE ALIMENTACION P.C. NEGRO 1.2M","1.94","A","21","0","0","3","0","32","001-0030",""
"31344","CABLE ALIMENTACION P/NOT. 1.80M TREBOL (MICKEY)","4.08","A","21","0","0","43","2","32","001-0030","CPC0205"
"10502","CABLE ALIMENTACION Y A 2 x 5 1/4 M a 5 1/4 H","1.8","A","21","3","0","0","0","32","001-0030","AA-529/301503"
"38371","CABLE CONSOLA Aruba X2C2 RJ45 to DB9","24.76","A","10.5","0","0","0","20","605","001-0430","JL448A"
"212264","CABLE CONVER  X-TECH C/CONEC DISPLAYPORT M A VGA M","15.53","A","21","0","0","2","5","172","001-0030","XTC-342"
"1040","CABLE DATA 1.80 MM","1.82","A","21","2","0","0","0","32","001-0030",""
"1036","CABLE DATA 3M M/M","2.86","A","21","1","0","0","0","32","001-0030",""
"51282","CABLE DPORT A DPORT PARA MONITOR DELL","15","A","21","0","0","0","177","155","001-0320","389G1878LAAF0300DL"
"30594","CABLE DRIVE 1.44","0.36","A","21","10","77","37","0","32","001-0030",""
"29625","CABLE FIBRA IBM 10M LC (MACHO)) - LC (MACHO)","43.05","A","21","0","0","4","0","648","001-0030","00AR092"
"35137","CABLE FTP CAT.5E GLC MAX EXT. C/PORTANTE X 305MTS","234.7","A","21","0","0","0","3","141","001-1055","CE-1055"
"38771","CABLE FTP CAT.6 GLC EXTERIOR MAX X305MT DobleVaina","247.11","A","21","0","0","0","4","141","001-1055","CE-1426"
"39541","CABLE FURUKAWA FO CFOT-MM-MF 06F (50) COR","3.03","A","10.5","0","0","0","380","41","001-1055","26275003"
"212265","CABLE HDMI  X-TECH C/CONEC MACHO A HDMI MACHO 1.8M","2.26","A","21","0","36","10","500","172","001-0030","XTC-311"
"212267","CABLE HDMI  X-TECH C/CONEC MACHO A HDMI MACHO 7.6M","5.91","A","21","7","22","24","146","172","001-0030","XTC-370"
"212269","CABLE HDMI  X-TECH MACHO A HDMI MACHO PLANO 1.8M","3.79","A","21","36","36","36","63","172","001-0030","XTC-406"
"01097","CABLE HDMI 2.O  X 1.5OM INT.CO","5.1","A","21","1","0","1","0","139","001-0030","959820"
"212266","CABLE HDMI X-TECH C/CONEC  MACHO A HDMI MACHO 3M","2.87","A","21","0","0","0","1","172","001-0030","XTC-152"
"6342-E","CABLE HPE 5m Multi-mode OM3 LC/LC FC","10.01","A","10.5","0","0","0","2","605","001-0500","AJ836A"
"21801","CABLE HPE Ext 2.0m MiniSAS HD to MiniSAS","121.48","A","10.5","0","0","0","4","605","001-0500","716191-B21"
"47727","CABLE HPE Ext 2.0m MiniSAS HD to MiniSAS HD","116.16","A","10.5","0","0","0","3","605","001-0500","716197-B21"
"13267","CABLE HPE Premier Flex LC/LC OM4 2f 5m","78.89","A","10.5","0","0","0","9","605","001-0500","QK734A"
"16534","CABLE IBM ALIMENTACION DPI 63a Cord","310.97","A","21","0","0","0","2","250","001-0030","40K9613"
"15359","CABLE IBM iPASS HARDWARE RAID X3100M4","17.42","A","21","0","0","0","1","250","001-0500","69Y5196"
"14513","CABLE IBM USB Conversion option (UCO)","111.8","A","21","0","0","0","1","250","001-0030","43V6147"
"38682","CABLE IDE ASUS NEGRO 45CM","1.57","A","21","0","0","0","507","32","001-0030",""
"38681","CABLE IDE COLORES VARIOS 45CM","1.57","A","21","0","0","0","4387","32","001-0030",""
"44731","CABLE MINI SATA 7P+6P P/ SLIM ODD  P/GAB T3500","5.84","A","21","194","40","332","1826","88","001-1259","SATA7P+6P"
"17411","CABLE MINIPLUG FOXBOX  BLANCO","2.31","A","21","0","0","0","2","558","001-0030",""
"38200","CABLE MINIPLUG FOXBOX  NEGRO","3.03","A","21","5","5","0","4","558","001-0030","8804240042743"
"1055","CABLE P/ CD ROM-SOUND CARD","1.15","A","21","4109","201","190","0","1","001-0030",""
"9323","CABLE P/LECTOR DE CHEQ. PS2 M/H","18.98","A","21","0","0","1","0","1","001-0420","MAG-22517585"
"5205","CABLE P/LECTOR DE CHEQUES MAGTEK 22530025/0005","25.29","A","21","0","1","0","0","1","001-0030","MAG-MICRPS2"
"60326","CABLE P/MODEM 1.8M ( TELEFONICO )","1.82","A","21","1231","221","0","0","32","001-0030",""
"1044","CABLE P/MODEM DE 3M.","3.97","A","21","4","0","0","0","32","001-0030",""
"5228","CABLE P/TECLADO AT DIN 5M/DIN 5M 1.80MTS","1.15","A","21","8","0","0","0","32","001-0030",""
"5229","CABLE P/TECLADO ATX MINI-DIN 6M/6M  1.8 MTS","1.21","A","21","0","9","0","0","32","001-0030","302548"
"33008","CABLE PLANO  IDE 54 CMS.","0.69","A","21","4","0","0","0","32","001-0030",""
"10530","CABLE PLANO P/2 DRIVE 1.44","0.37","A","21","0","25","100","0","32","001-0030",""
"10540","CABLE PLANO P/2 HD IDE 40 CMS.","0.48","A","21","0","0","4","0","32","001-0030",""
"1541","CABLE PLANO P/2 HD IDE 54 CMS.","0.68","A","21","100","6","253","0","32","001-0030",""
"1536","CABLE PLANO P/2 HD IDE 90 CMS.","0.91","A","21","0","0","2","0","32","001-0030",""
"1529","CABLE PLANO P/2 HD ULTRA66 IDE 40CM","1.46","A","21","2634","45","212","0","32","001-0030","76662320979"
"29420","CABLE POWER ARUBA PC-AC-ARG (AR) AC","5.26","A","10.5","0","0","0","139","605","001-0430","JW113A"
"212579","CABLE PRISM MICRO USB FOXBOX 2M BLANCO","6.29","A","21","8","4","10","12","558","001-0030","8804240041517"
"17125","CABLE PRISM MICRO USB FOXBOX 2M NEGRO","6.29","A","21","22","1","7","4","558","001-0030","8804240041432"
"17406","CABLE PRISM TYPE-C FOXBOX 2M FUSCIA","5.71","A","21","4","0","0","1","558","001-0030",""
"17126","CABLE PRISM TYPE-C FOXBOX 2M NEGRO","6.55","A","21","2","7","12","24","558","001-0030","8804240041494"
"17235","CABLE PRISM TYPE-C FOXBOX 2M VERDE","5.94","A","21","0","0","7","2","558","001-0030",""
"30176","CABLE PROGRAMACION V300/V60/T720/T720I","8.33","A","21","9","0","0","0","1","001-0030",""
"212580","CABLE ROUND FOXBOX 2M LIGHTNING NEGRO","6.95","A","21","5","5","1","5","558","001-0030","8804240069429"
"33324","CABLE S-ATA DATOS 50CM MANHATTAN","1.11","A","21","6","0","0","4","139","001-0030","340700"
"11462","CABLE S-ATA III DATOS 6 GHZ  CX RED COLOR","3.28","A","21","8","0","5","22","90","001-1055","CX932C"
"42620","CABLE S-ATA POWER MANHATTAN  16CM","1.15","A","21","0","0","1","0","139","001-0030","766623342766"
"38676","CABLE SATA DATOS 20CM","1.57","A","21","0","0","0","0","32","001-0030",""
"38811","CABLE SATA DATOS NOGANET 35CM","1.57","A","21","9","0","0","23","32","001-0030",""
"38678","CABLE SATA POWER COLORES VARIOS 30CM","1.57","A","21","2","0","0","0","32","001-0030",""
"10542","CABLE SCSI EXT DB68MH/DB68MH","24.18","A","21","8","0","0","0","32","001-0335",""
"15459","CABLE STACKING HPE Aruba 2920/2930M 0.5m (L)","126.49","A","10.5","0","0","0","1","605","001-0430","J9734A"
"52084","CABLE SYX USB TO TYPE-C","2.68","A","21","0","0","0","0","773","001-0351","CS-PS531"
"212261","CABLE TIPO-C  X-TECH CON CONE MACHO A TIPO-C MACHO","9.21","A","21","0","0","0","7","172","001-0030","XTC-530"
"212256","CABLE TRENSADO X-TECH C/CONEC TIPO-C A USB A MACHO","4.57","A","21","0","0","2","0","172","001-0030","XTC-511"
"212263","CABLE USB  X-TECH C/CONE TIPO-C MACHO A HDMI MACHO","16.79","A","21","4","1","2","18","172","001-0030","XTC-545"
"212255","CABLE USB  X-TECH C/CONECTOR TIPO-C A USB A MACHO","3.98","A","21","0","2","10","12","172","001-0030","XTC-510"
"212272","CABLE USB 2.0  X-TECH MACHO A / A MICRO USB MACHO","1.74","A","21","5","3","10","51","172","001-0030","XTC-322"
"212274","CABLE USB 3.0  X-TECH  A-MACHO A A-HEMBRA 1.80M","3.76","A","21","1","3","0","23","172","001-0030","XTC-353"
"212273","CABLE USB 3.0 X-TECH MACHO A MICRO-USB MACHO B 90C","3.5","A","21","7","2","4","55","172","001-0030","XTC-365"
"16203","CABLE USB HEMBRA A MICRO USB (OTG)","1.63","A","21","-5","0","0","0","103","001-1055","OTG CABLE"
"48472","CABLE USB MICRO USB  INTCO 1.5M","2.02","A","21","0","0","0","0","1","001-0010","MICROUSB"
"48471","CABLE USB TIPO C 3  INTCO MALLADO 1M","2.25","A","21","1","0","0","1","0","","09-104C"
"213549","CABLE USB-C GENIUS P/ CARGA Y DATOS USB-C A USB-C","4.02","A","21","0","3","0","0","40","001-1055","32590006400"
"23755","CABLE UTP CAT.5E FURUKAWA Out MultiLAN CMX x305mts","187.33","A","21","2","0","8","39","41","001-1055","23200110"
"51196","CABLE UTP CAT.5E GLC ECO SOHO X 305MTS","56.91","A","21","0","0","0","18","141","001-1055","CE-1110"
"33215","CABLE UTP CAT.5E GLC EXTERIOR X 100 MTS","22.4","A","21","0","0","0","57","141","001-1055","CE-1105"
"33037","CABLE UTP CAT.5E GLC EXTERIOR X 305MTS NEGRO","69.91","A","21","9","0","1","10","141","001-1055","CE-1103"
"28616","CABLE UTP CAT.5E GLC INT/EXT MAX x305mts P/CCTV","107.98","A","21","0","0","0","39","141","001-1055","CE-1106"
"8692","CABLE UTP CAT.5E GLC INTER/EXT MAX  X 305MTS NEGRO","130.6","A","21","0","0","0","12","141","001-1055","CE-1104"
"33036","CABLE UTP CAT.5E GLC INTERIOR X 305MTS GR","55.97","A","21","8","10","2","46","141","001-1055","CE-1102"
"213530","CABLE UTP CAT.5E HIKVISION EXTERIOR X 305 MTS","146.76","A","21","11","5","2","152","603","001-1055","DS-1LN5EO-UU/E"
"213644","CABLE UTP CAT.5E HIKVISION INTERIOR X 100 MTS CM","48.21","A","21","4","3","1","45","603","001-1055","DS-1LN5E-S-100"
"213643","CABLE UTP CAT.5E HIKVISION INTERIOR X 305 MTS CM","144.88","A","21","0","2","2","23","603","001-1055","DS-1LN5E-S"
"213529","CABLE UTP CAT.5E HIKVISION INTERIOR X 305 MTS CMX","130.98","A","21","15","10","1","230","603","001-1055","DS-1LN5E-E/E"
"213645","CABLE UTP CAT.5E HIKVISION INTERIOR X 305 MTS LSZH","150.86","A","21","0","0","0","10","603","001-1055","DS-1LN5EUSL5"
"28055","CABLE UTP CAT.6 FURUKAWA OUT GIGA CMX x305mts NG","248.15","A","21","0","0","4","25","41","001-1055","23400175"
"27135","CABLE UTP CAT.6 GLC EXTERIOR MAX X305MTS","173.09","A","21","0","0","0","37","141","001-1055","CE-1424"
